offer_id,offer_type,publish_hour,quantity,price,day_of_week,sell_time_minutes,expired,pickup_hour,velocity_class,date,_demand_factor,day_name
O00276,SUSHI,15,23,6.28,1,117.59023182641639,1,,medium,2024-01-06,0.5,Saturday
O00277,BREAKFAST,8,22,2.99,2,96.10724165394186,1,,medium,2024-01-07,0.5,Sunday
O00278,BBQ,18,24,9.06,6,9.888458283905507,0,22.0,fast,2024-01-08,0.5,Monday
O00279,VEGAN,14,19,4.12,0,71.73857147256646,1,,medium,2024-01-09,0.5,Tuesday
O00280,VEGAN,19,6,9.35,0,128.803096544026,1,,slow,2024-01-10,0.5,Wednesday
O00281,SOUP,11,14,5.26,2,68.42484993823689,1,,medium,2024-01-11,0.5,Thursday
O00282,BBQ,16,14,27.14,1,5.853086617681732,0,16.0,fast,2024-01-12,0.5,Friday
O00283,FAST_FOOD,11,27,21.69,1,79.70113643034739,1,,medium,2024-01-13,0.5,Saturday
O00284,GRILL,19,11,6.2,3,31.51651563560187,1,,medium,2024-01-14,0.5,Sunday
O00285,BURGER,14,14,8.29,3,136.37778896257433,1,,slow,2024-01-15,0.5,Monday
O00286,BREAKFAST,9,9,10.76,1,37.986545377776736,1,,medium,2024-01-16,0.5,Tuesday
O00287,FAST_FOOD,13,8,13.63,5,58.466843524370454,1,,medium,2024-01-17,0.5,Wednesday
O00288,CURRY,12,17,12.07,3,113.50008766397633,1,,medium,2024-01-18,0.5,Thursday
O00289,SEAFOOD,18,17,7.05,4,115.62402860703257,1,,medium,2024-01-19,0.5,Friday
O00290,SUSHI,11,14,12.05,0,110.17985330772584,1,,medium,2024-01-20,0.5,Saturday
O00291,VEGAN,14,14,15.13,4,79.01202474838722,1,,medium,2024-01-21,0.5,Sunday
O00292,SOUP,19,17,8.59,3,150.21255747260864,1,,slow,2024-01-22,0.5,Monday
O00293,FINE_DINING,13,7,4.58,1,67.18618105629744,1,,medium,2024-01-23,0.5,Tuesday
O00294,BRUNCH,9,16,11.63,4,96.50798257787919,0,,medium,2024-01-24,0.5,Wednesday
O00295,BBQ,16,11,14.79,3,70.84482981776152,1,,medium,2024-01-25,0.5,Thursday
O00296,BURGER,10,15,5.75,5,83.02761774939685,1,,medium,2024-01-26,0.5,Friday
O00297,SUSHI,11,20,15.55,2,102.26759529539572,1,,medium,2024-01-27,0.5,Saturday
O00298,SANDWICH,10,9,13.3,1,34.5221435910547,1,,medium,2024-01-28,0.5,Sunday
O00299,SUSHI,10,6,5.0,4,70.65198606372716,0,16.0,medium,2024-01-29,0.5,Monday
O00300,BAKERY,17,12,3.64,2,33.96528585477809,0,20.0,medium,2024-01-30,0.5,Tuesday
O00301,PASTA,12,11,7.25,2,56.396962608965595,1,,medium,2024-01-31,0.5,Wednesday
O00302,SUSHI,12,21,11.11,2,146.84040882822282,0,,slow,2024-02-01,0.5,Thursday
O00303,PIZZA,10,16,10.88,4,89.45803429460524,1,,medium,2024-02-02,0.5,Friday
O00304,DESSERT,10,6,7.49,3,213.54686004256644,1,,slow,2024-02-03,0.5,Saturday
O00305,SALAD,13,13,15.21,2,166.31655643427555,1,,slow,2024-02-04,0.5,Sunday
O00306,GRILL,19,7,13.29,3,92.67149985488912,1,,medium,2024-02-05,0.5,Monday
O00307,BRUNCH,7,15,12.61,4,87.02860668363512,1,,medium,2024-02-06,0.5,Tuesday
O00308,SALAD,12,7,9.31,5,1.0,0,18.0,fast,2024-02-07,0.5,Wednesday
O00309,SANDWICH,12,21,9.96,1,101.97966743125416,1,,medium,2024-02-08,0.5,Thursday
O00310,CURRY,16,6,13.14,3,88.93688445574792,1,,medium,2024-02-09,0.5,Friday
O00311,DESSERT,16,15,5.73,0,68.39844060715619,1,,medium,2024-02-10,0.5,Saturday
O00312,BURGER,12,7,6.97,1,116.36333544739149,1,,medium,2024-02-11,0.5,Sunday
O00313,GRILL,17,5,8.47,0,68.65680835344176,1,,medium,2024-02-12,0.5,Monday
O00314,BREAKFAST,7,15,6.22,0,61.498835442028906,1,,medium,2024-02-13,0.5,Tuesday
O00315,PIZZA,19,5,12.92,3,82.09102654048061,1,,medium,2024-02-14,0.5,Wednesday
O00316,DESSERT,15,13,5.98,1,114.59882712486042,1,,medium,2024-02-15,0.5,Thursday
O00317,BURGER,18,18,6.78,3,89.29355179813321,0,,medium,2024-02-16,0.5,Friday
O00318,SALAD,12,36,28.46,0,23.897558187729352,1,,medium,2024-02-17,0.5,Saturday
O00319,SEAFOOD,18,21,6.09,0,18.668029701395056,1,,medium,2024-02-18,0.5,Sunday
O00320,BAKERY,11,12,13.15,3,88.7318784779059,1,,medium,2024-02-19,0.5,Monday
O00321,SUSHI,14,21,7.7,0,102.74632027262413,1,,medium,2024-02-20,0.5,Tuesday
O00322,CAFE,10,5,10.52,1,25.73136998711211,1,,medium,2024-02-21,0.5,Wednesday
O00323,PASTA,12,10,10.11,0,51.71568071349771,1,,medium,2024-02-22,0.5,Thursday
O00324,SANDWICH,10,25,6.83,5,97.0776554230071,1,,medium,2024-02-23,0.5,Friday
O00325,CAFE,6,6,5.86,3,84.9313389740318,1,,medium,2024-02-24,0.5,Saturday
O00326,FAST_FOOD,10,15,5.59,5,10.755850567870866,0,10.0,fast,2024-02-25,0.5,Sunday
O00327,BURGER,14,10,8.47,2,35.290878059091256,0,19.0,medium,2024-02-26,0.5,Monday
O00328,PIZZA,13,6,11.68,5,15.543877430502953,1,,medium,2024-02-27,0.5,Tuesday
O00329,SALAD,11,24,13.45,2,111.05374747680732,1,,medium,2024-02-28,0.5,Wednesday
O00330,SALAD,11,13,12.51,2,88.69695407982584,1,,medium,2024-02-29,0.5,Thursday
O00331,BAKERY,11,6,6.68,5,79.45995559381119,1,,medium,2024-03-01,0.5,Friday
O00332,CURRY,12,11,7.47,4,144.4827446627219,1,,slow,2024-03-02,0.5,Saturday
O00333,TACO,13,13,13.49,0,104.01262777596025,1,,medium,2024-03-03,0.5,Sunday
O00334,GRILL,17,12,8.28,5,49.96507126640938,1,,medium,2024-03-04,0.5,Monday
O00335,FINE_DINING,17,7,8.67,2,142.16104760382183,1,,slow,2024-03-05,0.5,Tuesday
O00336,SANDWICH,11,10,9.68,1,65.19573559297967,1,,medium,2024-03-06,0.5,Wednesday
O00337,SANDWICH,13,6,14.74,6,92.65059226284818,1,,medium,2024-03-07,0.5,Thursday
O00338,VEGAN,13,14,15.84,6,117.5830916875286,1,,medium,2024-03-08,0.5,Friday
O00339,SOUP,17,16,8.13,4,46.29834650764318,1,,medium,2024-03-09,0.5,Saturday
O00340,FINE_DINING,10,6,8.58,5,126.0546495916948,1,,slow,2024-03-10,0.5,Sunday
O00341,CURRY,19,4,9.02,2,63.48452777372988,1,,medium,2024-03-11,0.5,Monday
O00342,PIZZA,15,15,15.38,2,142.5022011868727,1,,slow,2024-03-12,0.5,Tuesday
O00343,SOUP,17,22,10.49,1,42.471516749023706,1,,medium,2024-03-13,0.5,Wednesday
O00344,SUSHI,15,19,5.94,6,56.48984291838091,1,,medium,2024-03-14,0.5,Thursday
O00345,GRILL,19,20,5.49,0,141.09529433971352,1,,slow,2024-03-15,0.5,Friday
O00346,BRUNCH,9,8,14.22,0,76.40776093425708,1,,medium,2024-03-16,0.5,Saturday
O00347,PIZZA,15,14,13.44,6,76.98772662179212,1,,medium,2024-03-17,0.5,Sunday
O00348,TACO,17,21,9.33,4,63.471537481513316,0,22.0,medium,2024-03-18,0.5,Monday
O00349,TACO,14,14,14.35,1,33.93679423262364,1,,medium,2024-03-19,0.5,Tuesday
O00350,DESSERT,17,16,8.88,5,46.95594050304216,1,,medium,2024-03-20,0.5,Wednesday
O00351,CAFE,10,23,23.45,0,90.83520226046271,1,,medium,2024-03-21,0.5,Thursday
O00352,BREAKFAST,6,6,3.71,6,33.88019241507496,1,,medium,2024-03-22,0.5,Friday
O00353,GRILL,16,33,7.84,3,87.46539170342551,1,,medium,2024-03-23,0.5,Saturday
O00354,SUSHI,16,14,12.58,3,45.40134229098153,1,,medium,2024-03-24,0.5,Sunday
O00355,BAKERY,17,9,13.97,0,95.01110061825744,1,,medium,2024-03-25,0.5,Monday
O00356,GRILL,20,24,4.9,4,90.54182241576035,1,,medium,2024-03-26,0.5,Tuesday
O00357,SUSHI,10,21,3.49,6,139.74645295159826,1,,slow,2024-03-27,0.5,Wednesday
O00358,FAST_FOOD,14,20,4.36,6,130.96405591059823,1,,slow,2024-03-28,0.5,Thursday
O00359,VEGAN,11,13,5.15,1,169.73995262339156,1,,slow,2024-03-29,0.5,Friday
O00360,VEGAN,11,21,10.29,3,59.89757281578929,1,,medium,2024-03-30,0.5,Saturday
O00361,VEGAN,17,52,12.19,5,71.98873999851541,1,,medium,2024-01-01,0.5,Monday
O00362,SOUP,17,19,4.34,2,20.79806315054325,0,21.0,medium,2024-01-02,0.5,Tuesday
O00363,FINE_DINING,15,8,5.04,2,109.94343846871512,1,,medium,2024-01-03,0.5023781452622391,Wednesday
O00364,CURRY,18,11,7.05,5,24.710073922368004,1,,medium,2024-01-04,0.5,Thursday
O00365,PASTA,15,20,13.18,1,71.71199863616046,1,,medium,2024-01-05,0.5,Friday
O00366,BURGER,14,15,6.46,5,38.48564929225775,1,,medium,2024-01-06,0.5,Saturday
O00367,BBQ,19,5,9.54,0,45.70880513149619,0,,medium,2024-01-07,0.5,Sunday
O00368,BURGER,18,17,12.37,2,27.967316714460885,1,,medium,2024-01-08,0.5,Monday
O00369,TACO,14,5,26.61,6,55.039843014537105,1,,medium,2024-01-09,0.5,Tuesday
O00370,SOUP,13,16,8.82,0,47.79493687128551,1,,medium,2024-01-10,0.5,Wednesday
O00371,BREAKFAST,8,26,13.69,3,110.51095148775131,1,,medium,2024-01-11,0.5,Thursday
O00372,BRUNCH,8,12,3.97,6,17.606747391412906,0,12.0,medium,2024-01-12,0.5,Friday
O00373,SUSHI,17,19,6.25,2,65.56589092850984,0,22.0,medium,2024-01-13,0.5,Saturday
O00374,BRUNCH,6,13,13.87,2,81.12416499351222,1,,medium,2024-01-14,0.5,Sunday
O00375,VEGAN,13,5,5.27,3,48.18479507847015,0,20.0,medium,2024-01-15,0.5,Monday
O00376,FAST_FOOD,13,27,11.38,5,65.66669985985422,1,,medium,2024-01-16,0.5,Tuesday
O00377,BURGER,11,23,8.42,1,32.746229942812604,1,,medium,2024-01-17,0.5,Wednesday
O00378,VEGAN,18,8,4.43,2,98.64934868476347,1,,medium,2024-01-18,0.5,Thursday
O00379,SOUP,16,17,5.15,3,109.9968049469629,1,,medium,2024-01-19,0.5,Friday
O00380,SALAD,10,10,6.69,1,85.24663472981413,0,,medium,2024-01-20,0.5,Saturday
O00381,SUSHI,14,4,6.04,0,38.26142941141977,1,,medium,2024-01-21,0.5,Sunday
O00382,FAST_FOOD,13,18,14.09,0,186.3924375363994,1,,slow,2024-01-22,0.5,Monday
O00383,SUSHI,19,10,12.24,2,92.63416654805808,1,,medium,2024-01-23,0.5,Tuesday
O00384,BBQ,19,24,15.75,0,105.9007375937036,1,,medium,2024-01-24,0.5,Wednesday
O00385,BRUNCH,9,9,11.49,5,84.65136015655068,1,,medium,2024-01-25,0.5,Thursday
O00386,SEAFOOD,18,11,4.3,3,100.99442055124257,1,,medium,2024-01-26,0.5,Friday
O00387,BBQ,16,6,7.06,6,76.81707369238298,0,,medium,2024-01-27,0.5,Saturday
O00388,BRUNCH,7,11,9.94,2,53.991397763483334,1,,medium,2024-01-28,0.5,Sunday
O00389,SALAD,11,15,5.04,0,13.542468926209976,0,18.0,fast,2024-01-29,0.5,Monday
O00390,SUSHI,15,4,9.65,1,46.27088668323678,0,17.0,medium,2024-01-30,0.5,Tuesday
O00391,SOUP,11,11,6.53,6,86.18197813303414,1,,medium,2024-01-31,0.5,Wednesday
O00392,BAKERY,14,12,4.38,0,161.39176315840953,1,,slow,2024-02-01,0.5,Thursday
O00393,SALAD,10,48,8.33,2,53.94126961475318,1,,medium,2024-02-02,0.5,Friday
O00394,TACO,12,12,8.71,1,99.79052530990164,1,,medium,2024-02-03,0.5,Saturday
O00395,BURGER,19,18,3.22,2,99.35444078380695,1,,medium,2024-02-04,0.5,Sunday
O00396,BBQ,18,21,7.65,2,183.07034765753372,1,,slow,2024-02-05,0.5,Monday
O00397,SALAD,10,19,4.8,2,51.81665416667266,0,,medium,2024-02-06,0.5,Tuesday
O00398,SUSHI,17,4,12.84,5,73.09734039379487,1,,medium,2024-02-07,0.5,Wednesday
O00399,PASTA,18,9,11.66,0,84.75324481951735,0,,medium,2024-02-08,0.5,Thursday
O00400,TACO,15,18,9.39,1,166.30869657051315,1,,slow,2024-02-09,0.5,Friday
O00401,DESSERT,18,18,10.84,0,71.87806987008446,1,,medium,2024-02-10,0.5,Saturday
O00402,SUSHI,15,14,13.46,6,29.66562938250452,1,,medium,2024-02-11,0.5,Sunday
O00403,CAFE,7,18,9.13,3,99.07199999686048,1,,medium,2024-02-12,0.5,Monday
O00404,SUSHI,12,15,9.07,5,87.64305662438804,1,,medium,2024-02-13,0.5,Tuesday
O00405,CAFE,9,14,7.89,3,14.424975130543427,0,10.0,fast,2024-02-14,0.5,Wednesday
O00406,BREAKFAST,8,21,10.3,5,64.47942653175433,1,,medium,2024-02-15,0.5,Thursday
O00407,DESSERT,16,17,4.65,1,41.17398049677694,0,20.0,medium,2024-02-16,0.5,Friday
O00408,FINE_DINING,10,7,12.69,5,54.03518358064247,1,,medium,2024-02-17,0.5,Saturday
O00409,SANDWICH,10,10,6.44,5,6.8876777809205265,0,12.0,fast,2024-02-18,0.5,Sunday
O00410,FAST_FOOD,14,7,8.94,4,57.35246699870627,1,,medium,2024-02-19,0.5,Monday
O00411,FAST_FOOD,14,16,8.19,5,52.104806227151826,1,,medium,2024-02-20,0.5,Tuesday
O00412,SOUP,15,24,13.36,4,104.8929530344648,1,,medium,2024-02-21,0.5,Wednesday
O00413,SUSHI,10,5,8.72,0,83.3407813604999,1,,medium,2024-02-22,0.5,Thursday
O00414,SALAD,12,7,16.43,2,102.25998882859254,0,,medium,2024-02-23,0.5,Friday
O00415,DESSERT,10,13,8.95,5,71.83261264924579,1,,medium,2024-02-24,0.5,Saturday
O00416,SEAFOOD,13,9,9.05,4,128.31703800564244,1,,slow,2024-02-25,0.5,Sunday
O00417,SUSHI,18,9,9.8,2,60.02267279590542,1,,medium,2024-02-26,0.5,Monday
O00418,GRILL,20,11,7.58,2,132.89445300878415,1,,slow,2024-02-27,0.5,Tuesday
O00419,FAST_FOOD,13,21,8.97,0,49.18177919797432,0,,medium,2024-02-28,0.5,Wednesday
O00420,PIZZA,11,17,11.73,0,43.33423498523355,1,,medium,2024-02-29,0.5,Thursday
O00421,FINE_DINING,17,20,14.65,3,67.83761090468974,1,,medium,2024-03-01,0.5,Friday
O00422,CAFE,9,15,10.41,1,62.59887179581929,1,,medium,2024-03-02,0.5,Saturday
O00423,SEAFOOD,11,5,2.92,3,42.95233285940836,1,,medium,2024-03-03,0.5,Sunday
O00424,FINE_DINING,15,13,12.26,4,86.7414762255634,1,,medium,2024-03-04,0.5,Monday
O00425,PASTA,10,12,9.66,1,50.136778723635295,1,,medium,2024-03-05,0.5,Tuesday
O00426,SOUP,17,19,12.24,6,147.3963777839003,1,,slow,2024-03-06,0.5,Wednesday
O00427,SEAFOOD,18,9,19.01,1,69.84897916964685,1,,medium,2024-03-07,0.5,Thursday
O00428,BRUNCH,8,11,6.9,6,47.45564187412163,1,,medium,2024-03-08,0.5,Friday
O00429,BRUNCH,6,5,5.22,3,63.05114549157885,1,,medium,2024-03-09,0.5,Saturday
O00430,CURRY,16,14,4.63,0,66.42752423226422,1,,medium,2024-03-10,0.5,Sunday
O00431,FAST_FOOD,13,6,6.22,5,73.84445151368632,1,,medium,2024-03-11,0.5,Monday
O00432,SANDWICH,14,25,8.04,4,64.9432877687108,1,,medium,2024-03-12,0.5,Tuesday
O00433,CAFE,10,21,10.84,6,18.19675855523622,1,,medium,2024-03-13,0.5,Wednesday
O00434,BRUNCH,9,15,7.17,0,92.72114366553707,1,,medium,2024-03-14,0.5,Thursday
O00435,FINE_DINING,18,5,8.71,1,287.5045030779236,1,,slow,2024-03-15,0.5,Friday
O00436,CURRY,12,19,7.01,2,138.61520590778775,1,,slow,2024-03-16,0.5,Saturday
O00437,CURRY,15,6,10.77,0,44.32886847410826,1,,medium,2024-03-17,0.5,Sunday
O00438,TACO,17,14,13.91,5,116.06607393442732,0,,medium,2024-03-18,0.5,Monday
O00439,BRUNCH,9,9,15.09,5,31.521570042626703,1,,medium,2024-03-19,0.5,Tuesday
O00440,TACO,10,7,4.64,5,110.54320008956442,1,,medium,2024-03-20,0.5,Wednesday
O00441,SOUP,15,17,10.19,6,127.63662345254698,1,,slow,2024-03-21,0.5,Thursday
O00442,SEAFOOD,10,23,4.08,1,35.13824089415388,1,,medium,2024-03-22,0.5,Friday
O00443,FINE_DINING,12,9,10.99,2,60.90543184183119,1,,medium,2024-03-23,0.5,Saturday
O00444,SALAD,12,18,6.49,1,92.69304552805647,1,,medium,2024-03-24,0.5,Sunday
O00445,BURGER,19,67,13.21,2,141.38980302505993,1,,slow,2024-03-25,0.5,Monday
O00446,BAKERY,14,14,3.82,2,54.43968049698132,0,19.0,medium,2024-03-26,0.5,Tuesday
O00447,TACO,12,16,7.33,6,54.554894201245446,1,,medium,2024-03-27,0.5,Wednesday
O00448,SALAD,12,6,3.94,1,50.34775353371524,0,19.0,medium,2024-03-28,0.5,Thursday
O00449,DESSERT,16,14,13.5,2,69.35873158990552,1,,medium,2024-03-29,0.5,Friday
O00450,PIZZA,18,10,13.06,0,211.5736214540385,1,,slow,2024-03-30,0.5,Saturday
O00451,BAKERY,19,11,3.03,6,78.13701833378437,1,,medium,2024-01-01,0.5,Monday
O00452,SANDWICH,10,21,8.06,3,69.64110397773602,1,,medium,2024-01-02,0.5,Tuesday
O00453,DESSERT,16,7,14.85,3,138.3022451967186,1,,slow,2024-01-03,0.5,Wednesday
O00454,TACO,17,14,35.1,2,76.27009435448815,1,,medium,2024-01-04,0.5,Thursday
O00455,TACO,16,6,6.66,5,120.46366857523475,1,,slow,2024-01-05,0.5,Friday
O00456,SOUP,19,8,4.35,1,11.717298027937652,0,21.0,fast,2024-01-06,0.5,Saturday
O00457,GRILL,17,23,7.4,0,144.53381698027252,1,,slow,2024-01-07,0.5,Sunday
O00458,SEAFOOD,14,25,9.68,5,109.24125843794687,1,,medium,2024-01-08,0.5,Monday
O00459,PASTA,10,10,10.68,4,89.6608899343843,1,,medium,2024-01-09,0.5,Tuesday
O00460,SOUP,12,20,3.66,4,123.5321120241482,1,,slow,2024-01-10,0.5,Wednesday
O00461,SEAFOOD,12,12,30.68,0,99.1617459567688,1,,medium,2024-01-11,0.5,Thursday
O00462,SEAFOOD,18,5,11.16,2,96.8672027086275,1,,medium,2024-01-12,0.5,Friday
O00463,TACO,17,18,3.93,4,40.019567573335614,1,,medium,2024-01-13,0.5,Saturday
O00464,VEGAN,11,5,26.31,6,84.62358116030337,1,,medium,2024-01-14,0.5,Sunday
O00465,FAST_FOOD,12,25,6.85,5,90.06912724153258,1,,medium,2024-01-15,0.5,Monday
O00466,DESSERT,17,57,8.68,2,114.59056723174454,1,,medium,2024-01-16,0.5,Tuesday
O00467,PIZZA,11,13,12.09,1,102.10560192632396,1,,medium,2024-01-17,0.5,Wednesday
O00468,BAKERY,10,18,11.3,5,91.70676260085307,1,,medium,2024-01-18,0.5,Thursday
O00469,FINE_DINING,17,12,3.94,5,92.30435384932753,1,,medium,2024-01-19,0.5,Friday
O00470,PIZZA,16,21,5.27,0,50.930422736074235,1,,medium,2024-01-20,0.5,Saturday
O00471,CAFE,9,17,4.72,2,65.13795801757843,1,,medium,2024-01-21,0.5,Sunday
O00472,PIZZA,11,22,6.16,1,28.011070285433807,1,,medium,2024-01-22,0.5,Monday
O00473,SOUP,13,21,11.92,4,40.36060504737584,0,18.0,medium,2024-01-23,0.5,Tuesday
O00474,CAFE,10,26,9.23,0,48.26444954260588,1,,medium,2024-01-24,0.5,Wednesday
O00475,SUSHI,11,8,12.65,4,101.85463930186833,1,,medium,2024-01-25,0.5,Thursday
O00476,VEGAN,13,20,11.49,3,63.70870060332574,1,,medium,2024-01-26,0.5,Friday
O00477,FINE_DINING,14,10,7.53,5,160.3685966525779,1,,slow,2024-01-27,0.5,Saturday
O00478,VEGAN,15,21,11.16,1,30.319839502077283,0,,medium,2024-01-28,0.5,Sunday
O00479,PIZZA,19,12,6.8,1,236.9935775580162,1,,slow,2024-01-29,0.5,Monday
O00480,SEAFOOD,16,18,10.18,1,30.70576442581687,0,20.0,medium,2024-01-30,0.5,Tuesday
O00481,SANDWICH,13,5,4.97,3,1.0,0,14.0,fast,2024-01-31,0.5,Wednesday
O00482,BURGER,12,10,5.16,4,29.143193174481876,0,12.0,medium,2024-02-01,0.5,Thursday
O00483,SEAFOOD,15,17,3.35,2,80.36187901758812,0,21.0,medium,2024-02-02,0.5,Friday
O00484,BRUNCH,7,18,11.61,5,88.4068245691631,1,,medium,2024-02-03,0.5,Saturday
O00485,BREAKFAST,10,16,14.09,4,60.51537806007114,1,,medium,2024-02-04,0.5,Sunday
O00486,VEGAN,12,4,14.22,5,59.419265426264644,1,,medium,2024-02-05,0.5,Monday
O00487,SEAFOOD,16,14,4.35,5,188.00216260827176,1,,slow,2024-02-06,0.5,Tuesday
O00488,PASTA,18,4,8.44,3,87.7435431036954,1,,medium,2024-02-07,0.5,Wednesday
O00489,SALAD,11,10,11.99,2,26.453114846416703,0,16.0,medium,2024-02-08,0.5,Thursday
O00490,PASTA,13,23,10.63,2,156.18559162072438,1,,slow,2024-02-09,0.5,Friday
O00491,SALAD,12,17,10.98,6,160.63172980355722,1,,slow,2024-02-10,0.5,Saturday
O00492,SUSHI,11,16,5.22,0,208.72854517692218,0,,slow,2024-02-11,0.5,Sunday
O00493,BREAKFAST,9,16,4.04,1,79.29800409807406,1,,medium,2024-02-12,0.5,Monday
O00494,SUSHI,18,18,4.36,0,83.22765596460903,1,,medium,2024-02-13,0.5,Tuesday
O00495,SALAD,11,22,31.87,1,80.33450720146163,1,,medium,2024-02-14,0.5,Wednesday
O00496,PASTA,14,6,12.22,5,99.37663572540534,1,,medium,2024-02-15,0.5,Thursday
O00497,DESSERT,11,20,6.69,1,110.71656121865396,1,,medium,2024-02-16,0.5,Friday
O00498,BBQ,20,7,9.86,0,34.755934462727886,0,22.0,medium,2024-02-17,0.5,Saturday
O00499,FAST_FOOD,10,7,7.35,5,101.22788397509639,1,,medium,2024-02-18,0.5,Sunday
O00500,PIZZA,13,7,9.5,3,166.3101333920399,1,,slow,2024-02-19,0.5,Monday
T00001,SEAFOOD,11,15,14.87,3,63.46367094316146,1,,medium,2024-04-01,0.9071163170091562,Monday
T00002,SANDWICH,13,9,7.46,6,66.0274828564279,1,,medium,2024-04-02,1.2488882403604205,Tuesday
T00003,PIZZA,10,13,14.02,2,153.34075084387806,1,,slow,2024-04-03,0.9295673185476052,Wednesday
T00004,BAKERY,10,8,3.96,1,49.68811747091172,0,16.0,medium,2024-04-04,1.150177781617558,Thursday
T00005,SANDWICH,13,11,11.7,4,127.61775042070147,1,,slow,2024-04-05,1.2942662499017397,Friday
T00006,BREAKFAST,9,7,3.73,2,17.39683995527494,0,12.0,medium,2024-04-06,0.9352478646344594,Saturday
T00007,CAFE,7,9,9.96,1,6.943715801725984,0,7.0,fast,2024-04-07,0.8652132560147466,Sunday
T00008,BBQ,20,14,9.95,6,95.0750059879308,1,,medium,2024-04-08,1.4072602234875249,Monday
T00009,VEGAN,18,13,14.89,5,154.8914429634283,1,,slow,2024-04-09,0.9839355201488268,Tuesday
T00010,TACO,15,21,12.8,2,85.30089098375302,1,,medium,2024-04-10,0.9558051157617915,Wednesday
T00011,CURRY,10,7,6.16,3,75.52445905632648,1,,medium,2024-04-11,0.9954421315507603,Thursday
T00012,DESSERT,19,11,15.21,4,16.656671529211412,0,21.0,medium,2024-04-12,0.9430361487956511,Friday
T00013,SANDWICH,11,13,7.08,3,57.99695208334533,1,,medium,2024-04-13,1.0920713948497203,Saturday
T00014,FINE_DINING,10,18,11.58,1,140.16103172729464,1,,slow,2024-04-14,1.0598582986631744,Sunday
T00015,BBQ,20,19,13.75,5,31.4237765805808,0,22.0,medium,2024-04-15,1.1996307042900807,Monday
T00016,SEAFOOD,18,7,14.79,3,69.99778643546567,1,,medium,2024-04-16,0.8596018801871737,Tuesday
T00017,DESSERT,15,18,12.03,3,108.99679268605213,1,,medium,2024-04-17,0.8847925771577347,Wednesday
T00018,CURRY,14,11,6.59,4,115.27026663224154,1,,medium,2024-04-18,1.1001463817500199,Thursday
T00019,SANDWICH,14,5,4.24,3,76.32023577356385,1,,medium,2024-04-19,0.7789357557429141,Friday
T00020,PASTA,13,22,11.6,6,65.80806692137452,1,,medium,2024-04-20,1.0911814256313745,Saturday
T00021,FAST_FOOD,14,14,11.86,4,109.2949301983165,1,,medium,2024-04-21,0.7902018534357146,Sunday
T00022,SALAD,12,21,11.78,2,70.57617213297894,1,,medium,2024-04-22,0.9475112583814596,Monday
T00023,PASTA,16,27,9.43,0,47.938594495863356,1,,medium,2024-04-23,1.0266393296878398,Tuesday
T00024,SEAFOOD,10,9,14.76,0,140.19307337324474,1,,slow,2024-04-24,1.1091542146109883,Wednesday
T00025,BREAKFAST,6,17,13.04,0,99.61759939474177,1,,medium,2024-04-25,1.0291746608573569,Thursday
T00026,BRUNCH,7,22,10.34,4,97.78506142677449,1,,medium,2024-04-26,0.8149998999407897,Friday
T00027,BRUNCH,9,23,10.98,1,149.75304787120177,1,,slow,2024-04-27,0.8404552919613202,Saturday
T00028,SUSHI,10,7,13.12,1,55.00841300999518,1,,medium,2024-04-28,0.822380885118385,Sunday
T00029,VEGAN,16,11,8.04,6,143.87643754871686,1,,slow,2024-04-29,0.9300655344932531,Monday
T00030,CAFE,10,21,4.46,5,72.83778055541762,1,,medium,2024-04-30,1.1862353199967022,Tuesday
T00031,SANDWICH,12,14,8.63,2,78.06368330356071,1,,medium,2024-05-01,1.0808386954700517,Wednesday
T00032,BURGER,16,12,11.7,6,9.692362441500482,0,18.0,fast,2024-05-02,1.1270034788927208,Thursday
T00033,BAKERY,16,8,14.47,4,31.990892276285663,1,,medium,2024-05-03,1.0321036970819988,Friday
T00034,VEGAN,19,21,15.64,3,128.66813557997227,1,,slow,2024-05-04,1.2937790606849855,Saturday
T00035,BURGER,16,17,11.11,3,188.73586187618432,1,,slow,2024-05-05,0.8047593718001778,Sunday
T00036,BAKERY,15,5,6.96,5,15.947593754170036,0,22.0,medium,2024-05-06,0.845519425644471,Monday
T00037,BRUNCH,10,9,7.61,1,46.89581276843166,1,,medium,2024-05-07,0.8503668021445,Tuesday
T00038,SEAFOOD,12,15,6.63,0,39.29080066761902,1,,medium,2024-05-08,0.9821994186321714,Wednesday
T00039,SEAFOOD,19,16,12.62,3,104.79061053281471,1,,medium,2024-05-09,1.0329146622657417,Thursday
T00040,SALAD,13,16,9.69,0,91.94405472125965,1,,medium,2024-05-10,0.7044506541472803,Friday
T00041,SUSHI,10,8,9.94,5,94.65361905542335,1,,medium,2024-05-11,1.0654337242578642,Saturday
T00042,SEAFOOD,13,16,12.51,4,70.62342438117386,1,,medium,2024-05-12,0.9627452733180953,Sunday
T00043,TACO,11,11,11.27,0,107.15116617923638,1,,medium,2024-05-13,1.0227538869367072,Monday
T00044,SANDWICH,10,6,8.52,6,1.2030136111801353,0,15.0,fast,2024-05-14,1.2183482689633869,Tuesday
T00045,BBQ,19,20,5.41,3,36.948006903966565,0,22.0,medium,2024-05-15,1.1514343552761361,Wednesday
T00046,PASTA,10,17,11.55,6,90.00830756860768,1,,medium,2024-05-16,1.271275284565443,Thursday
